Artista;Cancion;Lyrics;Etiqueta;Expresion
anuelaa;Nunca Sapo;"

Mira Brother
Vira de nuevo ahora
Esta gente son como el sica
Se vienen pa' la iglesia
Y después quieren morir pa'tras como si no hubiera pasado
Abre la boca que aquí es lo que es plomo pa'todo el mundo

Por eso es que yo me cago en la madre que los pario

Vamos pa'la calle chorrehijo de la gran puta

Oyee doble a
Tu eres uno de los pocos que me conoces desde chamaquito
Tu sabes quien soy yo
La N
El dolor de cabeza de esta gente papi

Porque cada vez que salgo
Se queda uno tirao'
Y me están matando desde los dieciséis

Oyee
Tu sabe que...
Papi yo ya se que con la boca no se hace na'

Nosotros andamos con lo que Reee fulete
Y meten mano cabrón
Hahaha ustedes saben...

(Anuel AA)

Anuel...
Real hasta la muerte

A mi latino cabrón oíste...
Si quiera pa'prepararse pa'la guerra

Estos cabrones les matan un soldado y no le llevan ni flores pal'cementerio

Eso es lo que estamo' hablando lealtad cabrón

Siempre leal nunca sapo
En preso tu estarías pasando mapo

Yo tengo enemigos como el chapo

Si a el full la chotio porque dicen que el es un capo

Muéranse cabrones a mi nadie me ayudo

Tengo el diablo en mi hombro
Esta glock mi religión

Un cubano brilla como un león

Te viraron hoy te aprieto el botón
Brrrrrrr...

En la selva yo soy un león
En el nombre del padre del hijo y de la misión

Yo estaba vendiendo droga postea como un buzón

Eso es pa'mi castillo y forense les paga co...

La calle es pa'hombres
Por eso esta la cera

Tu Sabe a los diablos haciendo tiempo en la nevera

Todo el día joseo como el caro en panamera

Retrocedí mis pies cuarenta en la mariconera

Un día cogen... paren de estar
Midiendo fuerza

Fue... En la radio me entra el diablo y los convence

Unos feos no hablen tanta lata o voy a hacerme un feko la culataa

Y yo ando dinero en el putero y a la paca nunca flaca

Flow muerto
Pagamo'la plata

Pirobo tu no mata
En la cava va sacarse la gaka
Tengo 27 en torre matando ratas
Tengo 27 en la tate picando paja
Cabrones mis 40 traspasa la lata
Brrrrrrrrrr

Balas con cojones toas'mis pistolas son glock

Las tiene en peine 30 y pendiente a 22

Me compre mi nueve en mil trecientos
Y mi cuarenta la compre en mil quinientos

Mi cadena Jesucristo me costo cuatro mil setecientos
Y mi reloj Gucci costo mil docientos

La cadena MayBac vale como cuatro mil novecientos
Y la cubana se la robo mi encubierto

Le puse un chipete a mi cuarenta la N tiene la FN y galla tiene un R guerriamo'hasta con los trecientos
Sudaderas negras ya que el negro con la mascara de Tyson un fuletazo y caminan pa'tras como Michael Jackson

Anuel tiene la nueve con la mascara de Jackson mas con 6 para entre entre como Jhon Pawson (como Jhon Pawson)

Para decir que a mi me iban a secuestrar
El dia que traten de matarme me tienen que disparar
Tenemos rifles y cortas
Demonios de colta
En la cara preguntan donde esta Jhon Travolta

Cabrones tiene kiosko pero na'los trasporta
El perico es puro y con venkiso hace colta
Con la colta chotio como si esa mierda no importa
Habla mierda y te damos piso como Chacorta

... DJ Yecko
... Maybach music
";1;"Retrocedí mis pies cuarenta en la mariconera

Y yo ando dinero en el putero y a la paca nunca flaca"
anagabriel;Dame Una Oportunidad;"

Estoy enamorada como loca de ti 
y aun no sé di te podré alcanzar 
me hundo en extraños pensamientos por ti 
tan solo por poderte besar 

Mi mente ya se mueve sin ningún control 
y se deja llevar por la imaginación 
me apresas si me acerco un poco más a ti 
y me vuelvo a la realidad 

Vamos, vamos ya 
dame una oportunidad 
quiero verme enredada en tu piel 
quiero ser tu principio y final 

Vamos, vamos ya 
dame una oportunidad 
no te puedes perder mi querer 
que fue hecho sin miedo a un ayer 
";0;
carlosvives;Honda Herida;"

Que yo tengo una herida muy honda que me duele 
Que yo tengo una herida muy grande que me mata

Un hombre así mejor se muere 
Ay, para ver si al fin descansa

Yo me puse a escribir una carta para ti 
La rompí porque no iba a tener contestación 
Me queda el recuerdo de tu amor 
Que ha sido el mas grande para mí 

Ay, ay, ay, ay me estoy muriendo 
Ay, ay, ay,ay, tengo un dolor
Como tu sabes que te quiero 
Por eso te vales de ocasión

Solamente me queda el recuerdo de tu voz 
Como el ave que canta en la selva y no se ve

Con ese recuerdo vivo yo 
Con ese recuerdo moriré

";0;
arcangel;Piernas En El Aire;"

Pon las manos y piernas en el aire
Esta noche te tienes que decidir
Si nos amamos, a casa ven y caile
Te juro que tú no va' a querer salir

Te haré tocar la luna (luna)
Caminar por las estrellas (yeh)
Cuando yo trepe esa nalga, voy a dejar mi huella
Qué rico baby, me gusta baby
Cuando yo te cojo y te subo baby
Encima de mi cuerpo, después que me zumbe una perco
Tú prendes tú feeling, la pasamos chilling, terminamos los dos envuelto
Qué rico baby, me encanta baby
Cuando te me subes arriba baby

Comienza la misión, primera clase, te llevo a Japón
La pasamos cabrón, you know me
Tú prende', qué combinación, yeh
Qué rico baby, me encanta baby
Cuando te me subes arriba baby (uuuh)

Maniática (ah-ah), loca, loca
No cree en nadie (no, no)
Eeey, yo creo en ti (yo creo en ti)
Por favor, tú cree en mí (mí)
Dame la oportunidad
Dame el tiempo y verás que sí, yo'
";0;
juangabriel;Dnde Andar;"

Donde andara aquel amor, donde andara
aquel amor que yo ya no he visto mas,
yo le pregunto a sus amigas donde esta
aquel amor que en un tiempo me hizo soñar

Mis ojos cansados de llorar,
mis brazos cansados de esperar,
mis labios cansados de implorarte
que el amor no escribe
y que de una vez me diga
por favor en donde esta

Aquel amor que me robo mi juventud
y con su amor de puro amor me cego,
yo le pregunto a sus amigas donde esta,
en donde esta, en donde esta aquel amor
";0;
arcangel;Feliz Navidad 4;"

Jojojo, Austin
¿Qué?
Tú has sido un niño muy bueno
Yo lo sé
Siempre todas las navidades te acuerdas de todos
Desde niño me enseñaron que en esta vida hay que dar para recibir
Jajajaja
¡Feliz Navidad, chorro 'e cabrones! Jajajaja
Once again
Ajá, una vez más
¡Woo!
Mambo Kingz

Sé muy bien pa' dónde voy (Alright), tengo trazada mi ruta
Mi madre nunca lo fue, pero rapiando soy un hijueputa
El de la batuta la que tu gata chupa
Mr. Cash and Carry alias El Papaupa (Papi Arca)
Estamos ready para nuestro nuevo encuentro
Gucci es la maleta y Louis lo que llevo adentro
Les vo' a dar pam-pam
Cuidao' que no los muerda el alacrán
Ahora to' el mundo quiere decir: Dícelo, Luian.
Tranquilo, parce, sé lo que tú das, no te me alce'
Saludo lo' que dieron su culito pa' pegarse (Son muchos)
Tengo mi conexione' y me lo cortaron
Los mismos que te lo untaron fueron los que te pegaron
Te clavaron, así que bájame el falso machismo (Yeh)
¿Que tú metes cabra? No te lo crees tú mismo
Me dicen Picanchín porque puse la P en el Pikete
Acepta que por mí e' que tú le mete'
Yo soy la inspiración de to' el que canta ahora cabrón
Aprendieron a vestir cuando me vieron por television (Sí)
Y conociste marcas que no sabías
Si lo tuyo era pirata y Jordan' que nunca salían (Wow)
Ineptos, ¿quieren que les implante mi doctrina?
To' el mundo cagao' desde que firmé con Pina
Letra fina, pa' ti que de tú solo no maquina'
Y necesitas alguien que te escriba
Mano arriba, woo

Esta noche me voy de misión, cazando un par de pelagatos
Y como esto ya es tradición
En esta Navidad los vo' a poner a to en cuatro (Jojojojo)
Esta noche me voy de misión, cazando un par de pelagatos
Y como esto ya es tradición
Pa' ti, pa' ti, cabrón, toma Feliz Navidad 4

Soy como Pablo, abiertamente de izquierda
Me hice millonario hablando mierda
Austin Escobar, el heredero millo, millo
Me lo mamas tú y también tu corillo (Mamones)
Con mi estilo propio
Tengo a mis enemies fumando opio
Rompiéndole' a sus gatas las trompas de Falopio
Que vean lo nuevo, aquí les traigo un Arca más sucio
'Tán mamando haciendo gárgaras con mi prepucio
En tu carrera dejare huella marcada
¿Qué se siente que otro hombre vea tu partes privadas?
Pa' ti no hay nada, usted tiene vagina, camarada
Reggaetonero maricón cantando baladas
Yup, yo soy aquel que los destrona
Tengo un blunt de de Krippy en mano y un six pack de Corona
Yo soy la estrella de mi vecindario
Cobro a diario, no tengo salario
En la calle me roncaban de sicarios (¿Y ahora?)
Los pillaron y colaboraron con el comisario (Chotas)
Lo tuyo es ordinario, lo mío legendario
Extraordinario cuando me subo en el escenario
Viajando el mundo, dando vueltas
Depositando de 50 en 50
Tu temporada ya pasó, socio, date cuenta
Tú sueñas ser como yo cada vez que te acuestas

Y no me ronque' con tu combo
Mi pana, traga hondo que toditos tuyo' son los combos
La música para mí es un negocio redondo
Robándole el balón en la cancha como Rondón
Nunca escribo mientras compongo
Se lo meto duro a tu gata, nunca mongo
La calle para mí es un negocio redondo
Domino aquí, domino allá, jodes conmigo y tocas fondo
Llegó el mundano, ¿quién quiere morirse temprano?
Yo no escribo, pero cuando firmo un cheque se me va la mano
Guerrear conmigo en estos tiempos es absurdo(¿que?)
Soy el futuro y mi apellido Turbo (Brrum)
Hice una promesa cuando niño (¿Cuál?)
Echar pa'lante y darle vida a los míos (Oh)
De billetes de 100 ya tengo una ganga
Por eso me vinculan con Fritanga
¿A dónde llega tu ignorancia, pana?
Ahora soy narco y hacía mesas de marihuana
Son par de años campeando por mi respeto
Arcángel La Maravilla, alias, El Traqueto,
(Alright) eso soy (¿Qué?) , según la prensa
Champaña arriba, brindemos por la gente mensa
Brindemos por ti y por los envidioso'
Brindemos por cada año estar mas poderoso
Prra
Esta es la 4, chorro 'e cabrones! Ja ja jaja

Y esta no no no
Lo'-lo'-lo'-lo' vo' a poner a
To' en cua-cua-cua-cuatro
Lo' vo' a poner a to' en cuatro
Me está tocando pa' que me la coma en cuatro
En cuatro
Tocando pa' que me la coma en cuatro, cuatro
Lo' vo' a poner a to' en cuatro

La Verdadera Situación, coming soon
Directamente desde la calma suite
Arcángel, pa' invicto, ¿me copia'?
La Marash my nigga Jay
¡Woo! Dícelo, hommie
Que este año se cuenta más money
Cuando salga Mutación Global de
Genio y Baby Johnny, prra
";1;"Sé muy bien pa' dónde voy (Alright), tengo trazada mi ruta
Mi madre nunca lo fue, pero rapiando soy un hijueputa
El de la batuta la que tu gata chupa

Te clavaron, así que bájame el falso machismo (Yeh)

Rompiéndole' a sus gatas las trompas de Falopio
Que vean lo nuevo, aquí les traigo un Arca más sucio
'Tán mamando haciendo gárgaras con mi prepucio

Pa' ti no hay nada, usted tiene vagina, camarada
Reggaetonero maricón cantando baladas

Se lo meto duro a tu gata, nunca mongo
"
alejandrosanz;Nuestro Amor Ser Leyenda;"

No hay doctor que me retenga 
y no hay dolor que me detenga 
no hay planeta que me eclipse 
o de tu lado me desvié

Del clamor yo no dependo 
del halago me desprendo 
no hay error que me resigne 
ni un porqué que me empecine 

No hay rencor que me dé frio 
no hay amor como este mío,
tus acciones te definen
del destino es quien camine,
no hay temblor que me delate 
no hay distancia que esté lejos

Desde lejos nos tenemos en el fuego
desde lejos nos tenemos en los mares
desde lejos yo te siento amor 
desde lejos nos tenemos en los huesos 
desde lejos nuestros cuerpos se hacen aire 
desde lejos yo te puedo amar 
desde lejos nuestro amor será leyenda 
desde lejos hablarán 
de este amor que es de leyenda
van hablar

No hay honor en esta guerra (ni en ninguna) 
ni fervor que la merezca 
no hay un fin que me dé brío
no hay bufón que me divierta 

Si eres fe yo me convierto 
tu existencia me da aliento,
que lo digo convencido
no hay amor como este mío 

Y eso siento más o menos 
y por eso mismo muero,
dime si no merecemos
dar la vida en intentar
si he de amarte desde lejos
quiero hacerlo hasta el final 
final, final

Desde lejos yo te quiero con el fuego
desde lejos yo te tengo con los mares
desde lejos yo te siento amor
desde lejos nos tenemos en los huesos
desde lejos nuestros cuerpos se hacen aire
desde lejos yo te puedo hablar
desde lejos nuestro amor será leyenda
desde lejos hablarán
de este amor que es de leyenda
Y tú te vas 
y tú te vas
al aire
te vas, te vas
te hace el aire
";0;
cafetacuba;Olita De Altamar;"
Ay olita del altamar
dime si algún día tu volverás

Ay olita del altamar, ay olita del altamar
dime si algún día regresarás

Arenita de mi playa, si algún día con la espuma del mar
arenita de mi playa, si algún día la miras regresar

caminito de la vida, mira que me has traído hasta acá
caminito de mi vida, hasta donde tu me llevarás.

Ay olita del altamar, ay olita del altamar
si en mi corazón tú rompieras
ay olita del altamar, ay olita del altamar
si en tu corazón yo viviera.

Ay olita del altamar, con el viento yo fui y te busqué
ay olita del altamar, con el tiempo después naufrague.

Hermanos, hermanas
nuestra vida una olita,
la mar, nuestra abuelita,
regresemos alegres pues
de regreso a la inmensidad!
";0;
alejandrosanz;Siempre Es De Noche;"

Cuéntame, cómo va cayendo el sol
Mientras hablas pensaré
Qué guapa estás, qué suerte ser
La mitad del cuento de un atardecer
Que observo al escucharte
Porque mis ojos son tu voz

Acércate, que cuando estemos piel con piel
Mis manos te dibujarán
Tu aroma me dirá tu edad
Junto a ti, unidos sin saber por qué
Seguramente se me note
El resplandor de una ilusión
Porque a tu lado puedo olvidar

Que para mí siempre es de noche
Pero esta noche es como un atardecer
Si logras que a la vida me asome
Tus ojos sean los que brillen
Y la luna que la borren
En mi eterna oscuridad
El cielo tiene nombre, tu nombre
Qué no daría yo por contemplarte
Aunque fuera un sólo instante

Hace frío, es tarde y tienes que volver
Hay alguien que te espera, seguro
Una vez más el tiempo se nos fue
¿Volverás? Dime si mañana volverás
Como lo has hecho cada tarde
Para contarme cómo muere el día

Y se marchó, ella se alejó de él
Pero como en las cartas, dos puntos, posdata
Se me olvidaba, no me presenté
Sólo fui testigo por casualidad
Hasta que de pronto, él me pregunto
¿Era bella, no es verdad?
Más que la luna -dije yo-,
Y él sonrió

Y ya jamás se harán reproches
Por intentar amanecer
No volverá a perderse en la noche
Porque su alma hoy brilla con más fuerza
Que un millón de soles
Pero su eterna oscuridad
A veces se le oye a voces
Qué no daría yo por contemplarte
Aunque fuera un sólo instante

Qué no daría yo por contemplarte
Aunque fuera un sólo instante
";0;
carlosvives;Ya No Quiero Volverme Tan Loco;"

Yo no quiero volverme tan loco
Yo no quiero vestirme de rojo 
Yo no quiero morir en el mundo 

Yo no quiero ya verte tan triste 
Yo no quiero saber lo que hiciste 
Yo no quiero esta pena en mi corazón 

Escucho el bit de un tambor
entre la desolación
y una radio 
en una calle desierta.

Están las puertas cerradas 
y las ventanas también 
¿será que nuestra gente está muerta? 

Presiento el fin de un amor 
en la era de color 
la televisión está en las vidrieras 
toda esa gente parada 
que tiene grasa en la piel 
no se entera 
ni que el mundo da vueltas.

Yo no quiero meterme en problemas 
Yo no quiero asuntos que queman 
Yo tan solo les digo que es un bajón 

Yo no quiero sembrar la anarquía 
Yo no quiero vivir como Reagan 
Tengo algo que darte en mi corazón

Escucho un tango y un rock 
presiento que soy yo 
quisiera ver al mundo de fiesta 
veo tantas chicas paradas 
tantos locos que al fin 
no se si vivir tanto les cuesta.

Yo quiero ver muchos más 
delirantes por ahí
vagando en una calle cualquiera 
en las ciudades se ve 
que no hay tiempo de más 
la alegría no es solo brasilera.

Yo no quiero vivir paranoico 
Yo no quiero ver chicos con odio 
Yo no quiero sentir esta depresión. 

Voy buscando el placer de estar vivo, 
no me importa si soy un bandido 
voy pateando basura en el callejón.

";0;
camila;Nueve Meses;"

Al mes había perdido lo que tanto guarde
Sentí en mi cuerpo el adelanto
De lo que cambiaría mi vida para siempre
Así comencé a quererte

En tres meses ya me estaba transformando
En alguien que ni yo reconocía
Las piernas, la espalda, el corazón, todo me dolía

Así empecé a sentirme sola
Y yo que no veía la hora
Te estás aproximando
Seis meses vomitando 
No van a hacer que esta mujer
Se rinda hasta cumplir

Nueve meses
Por ti, repetiría tantas veces
Sentir este dolor
Morir por este amor

No puedo imaginarme
Que creces
Dentro de mí
Que no me perteneces

Quizás lo entenderás
Cuando regreses
Y se repita el ciclo
No es fácil, pero volvería
A esperar nueve meses

Tenía tanto miedo de fallar
Perder lo que un día fui
Me hacía temblar
Saberme egoísta
Y que todos mis defectos
En ti, se podían reflejar

Llegué a los ocho
Y yo ya me sentía
Modelo de Botero en lencería

La peor de las personas
Sobredosis de hormonas
Me urgía, que llegara eldía

Quizás lo entenderás
Cuando regreses
Y se repita el ciclo
Pero, algo sí te puedo asegurar
No es fácil
Pero volvería a entregar
Mi cuerpo al milagro
De esperar nueve meses
Nueve meses

";0;
juangabriel;Cuando Estoy En El Campo;"

Cuando estoy en el campo,mi vida cambia
mi casita de adobe, esa es mi estancia
oigo el canto del gallo anunciando
que hay viene a mi rancho
un bello y nuevo día
El amor se despierta,
la fe se levanta, la vida comienza
y todo en armonía

Cuando estoy en el campo, me voy al río
a escuchar el silencio de Dios y el mío
y me baña, me arrulla, me duerme, me lleva
y me calma igual que cuando niño lo hiciera mi padre adorado,
mi madre divina con su amor y cariño

Cuando estoy en el campo y cae la tarde
antes que el sol de vaya, como mi padre
a caballo camino, recorro, disfruto
y admiro mi tierra linda y morena
veo la viña, la alfalfa, el maíz, el arroz,
el trigal, su verde nogalera

Cuando estoy en el campo, veo las estrellas
y al mirarlas recuerdo, cosas muy bellas
a mi padre, a mi madre, a mis tios,
mi hermano, mi abuelo y mi abuela
me imagino que toda mi gente que vive en mí siempre
son toditas ellas

Y yo no voy de aquí, aquí me voy a quedar
Y yo no me voy de aquí, aquí me voy a quedar
";0;
sodastereo;Prfugos;"

Somos cómplices los dos
Al menos se que huyo porque amo
Necesito distension
Estar así despierto
Es un delirio de condenados

Como un efecto residual
Yo siempre tomare el desvío
Tus ojos nunca mentiran
Pero ese ruido blanco
Es una alarma en mis oídos

No seas tan cruel
No busques más pretextos
No seas tan cruel
Siempre seremos prófugos los dos

No tenemos donde ir
Somos como un area desbastada
Carreteras sin sentido
Religiones sin motivo
Cómo podremos sobrevivir

Ven
No seas tan cruel
No busques mas pretextos
No seas tan cruel
Siempre seremos prófugos
";0;
arcangel;Ella Quiere Popo;"

Mami en verdad yo te voy a hablar
Claro esque tengo un sueño bien cabron

¿Que hora es?
Chica
Y ese hombre que tu sueñas atras
¿quien es?
¿Marido o tu hijo?

Si tu me llamas a las 4 de la mañana
Ella quiere popo
Y si en vez de hablar tu me pones a tu hermana
Ella quiere popo
Si te dice que se esta tocando debajo he la sabana
Ella quiere popo
Y si le llegas a su casa y no quiere hacer na'
Ella solo es una para popo

Para mi tu cuerpo es bueno
So delicious
Quiero explotarlo
Bubalicius
Sienteme,
Sigue la hora de la rola
Aqui tengo mi popo
Para tu popola

Hoolaa
Como te sientes
Si vienes conmigo, voy que tu no te arrepientes
Ya te estas mordiendo la lengua con los dientes
Asi que avanza y metele al popo
Ven que me pongo impaciente

Y si te gusta el popo
Ven conmigo yo te doy un poco
A ti tocando clasico
Como quiera lo que hay es castigo

Oye
Que es lo tuyo ma', aha!!
Porque como me mira
En verdad que diria
Que me deseas ma
Ya no lo pienses ma
Y echate pa ca
(Ven pa ca)
Que si tu lo que quiere es popo
Habla claro yo te doy un poco
Que aqui mismo te cojo y te azoto
Si tu rostro lo que pide es popo
Popo popo
Lo que quiere es popo
Popo popo
Ta' buscando popo
Popo popo
¿Lo que pide el que?
Popo popo

Ella quiere un poco he pope
Ta' mirando pa ca' quiere que le chupe
Lo cocoloco
Dice que tiene a su tia
Que la lleve a comprar pote
Y es que a mi no me lo
Que tenga cuidao' y no choque
Y pa' que not Fucker
Alio ken sucker que el culito es mio na' mas
Que no deja que mas nadie lo toque
Ella se cre que ezta jugando topo
Cuando se pone a jugar con el popo

Po-poropopo si lo quiere pidemelo
Que el mio a fuego y, nunca a ti
Te dice que no
Agarramelo
Dale un besito un kiss kiss
Apa-pachamelo
Invitalo pa tu casa (un poco de cariñito)
Melasa popo en la casa
(Pide por esa boca) si te provoca
Un poco de ese que te un forinkey
Y te envicia como la coca
Wuo wuo wuoo!

Oye mami no importa donde te encuentres
Y la hora que sea puedes contar conmigo
Y con mi amigo popo haha!
Arcangel pa!! Austin La Maravish!!
Ñejo & Dalmata!! 21 Plus!! Lui-G
Yazid & Gaby!! Los Metalicos!!! Me Copia!!
This is the Problem Child!!!
Capich!!!

Ella quiere popo
Le gusta mi popo
Fanatica de mi popo
Cuando me la huum
Yo me pongo loco

Y ella quiere popo
Fanatica de mi popo
Yo me pongo loco
Cuando ella me juega con el popo

Popo ella qiere popo!
Popo popo ella quiere popo!
Popo popo le gusta mi popo!
Por eso yo le doy popo!
";1;que aqui mismo te cojo y te azoto
juangabriel;Errado;"

Como quisiera detener
El tiempo y no envejecer más
Yo no quisiera envejecer
Muy joven siempre quiero estar
Y lo que tenga yo que hacer
Lo voy hacer muy claro esta
Porque me tengo que quedar
Sin vida

Todo esta errado para mí
Te dan la vida y te la quitan
Por que es que tengo que dejar
La tierra, el cielo, el sol y el mar
Y el aire un día

Todo esta errado para mí
Por que acabar con mi persona
Por que me tengo que morir
Quien es el que me hizo a mí
Tan mala broma
";0;
aventura;Amor Bonito;"

Una vez te escribí una canción
Y en ella te pedí, que se le lograra aquel amor
Y hoy caminando por la calle por casualidad

Me contaron que ya extrañas mis caricias
Mi amor bonito y que preguntas por mí
Yo sabía que no era fácil olvidarme
Porque fui bueno y te brindé todo a ti

Por tu padre cometiste algo ignorante
No valoraste el amor que te di

Pero tengo que pensarlo, porque me hiciste sufrir
(Y hoy quiero que recuerdes cuando hubo una ilusión)
Y en mis canciones te pedí que se lograra aquel amor

Y si un día te olvidas lo mucho que te amé
Pon esa canción que a ti te canta tu teenager
La que tanto cantabas y en la radio sonaba
Y aunque poco tú me amaste, no creo que me has olvidado

Ahora te amargas cuando escuchas mis bachatas
Solo al saber que ese que canta fue el hombre que más te amó
Y dejaste que marchara de tu vida
¿Dime por qué tu destrozaste una linda relación?

Porque te amé, porque te amo y sé que siempre te amaré
(Hoy lloras al saber que ya no ando detrás de ti)
Y ahora tú guardas de recuerdo fotos mías y mi CD

En mi alma ya no existe la paciencia
De humillarme y esperar tanto por ti
Y aunque tal vez contigo jamás nunca vuelva
Solo te pido muñequita, que te acuerdes de mí

Y si un día te olvidas lo mucho que te amé...

";0;
juangabriel;Ser Maana;"

No se porque, pero siento que pronto un día,
Llegara un amor a mi vida, lo se bien,
Y amare, como tantas veces he soñado,
Y ese sueño será realizado lo se bien
Será mañana, o pasado mañana,
El lunes o el martes, será cualquier día
En cualquier instante, vendrán a tocarme
Las puertas de mi corazón
Y olvidare, el dolor con que sufrí, y que llore
Y que viví, y el ayer, en la soledad

Realizare todos mis sueños, mis ilusiones
Y olvidare, el dolor con que sufrí, y que llore
Y que viví, y el ayer, en la soledad
Será mañana, o pasado mañana,
El lunes o el martes, será cualquier día
En cualquier instante, vendrán a tocarme
Las puertas de mi corazón
";0;
antonioaguilar;General Benjamin Argumedo;"

Para empezar a cantar
Para empezar a cantar
Pido permiso primero
Señores son las mañanas
Señores son las mañanas
De benjamin argumedo

Lo agarran en san francisco
Lo agarran en san francisco
Del osadame mentado
Llegaron a zacatecas
Llegaron a zacatecas
Con argumedo amarrado

Lo bajaron de la sierra
Lo bajaron de la sierra
Todo liado como un cuete
Lo pasan por san miguel
Lo pasan por san miguel
Lo llevan a sombrerete

Oiga usted mi general
Oiga usted mi general
Yo tambien fui hombre valiente
Quiero que usted me fusile
Quiero que usted me fusile
En publico de la gente

Tanto pelear y pelear
Tanto pelear y pelear
Con las armas en la mano
Vine a morir fusilado
Vine a morir fusilado
En el panteon de durango

Adios tambien al reloj
Adios tambien al reloj
Sus horas me atormentaban
Pues clarito me decian
Pues clarito me decian
Las horas que me faltaban

Para empezar a cantar
Para empezar a cantar
Pido permiso primero
Señores son las mañanas
Señores son las mañanas
Del general argumedo
";0;
sodastereo;Genesis;"

Cuando todo era nada, era nada el principio
Él era el principio y de la noche hizo luz.
Y fue el cielo y esto que está aquí.

Hubo tierra, agua, sangre, flores,
Todo eso y también tiempo.
Claramente digo que este fue el mundo del hombre.
Y así fue 
Así.

Hombre que te miras en las aguas para ver quien sos.
Mírame si quieres verte porque imagen mía sos.
Ya lo hiciste, vive sólo hoy.

Hubo pueblos y países, y hubo hombres con memoria.
Claramente digo que este fue el mundo del hombre.
Y se contaron todas estas cosas.
Y fue así. Así
";0;
badbunny;TRELLAS;"

Mirando las estrellas, me acordé de ti
Y me pregunté si habrá alguien para mí
Quizás en otra galaxia lejos de aquí
No sé, no sé

Dando vueltas por Marte, alguien conocí
Y tuvimos un date en la luna
Te juro que me gustaba hasta que pensé en usted, usted

Y yo he viajado en el tiempo, he conocido el espacio
Y no encuentro a nadie como tú
Me besé con un alíen
Tuve sexo con marcianas
Y nadie me gusta más que tú
Yo seguiré buscando mil años luz

";0;
alejandrofernandez;Por Qu Te Vas;"

Hoy en mi ventana brilla el sol
Y el corazón
Se pone triste
Contemplando la ciudad
¿Por qué te vas?

Como cada noche desperté
Pensando en ti
Y en mi reloj todas las horas vi pasar
¿Por qué te vas?

Todas las promesas de mi amor
Se irán contigo
Me olvidaras, me olvidaras
Junto a la estación
Hoy llorare igual que un niño
¿Por qué te vas?
¿Por qué te vas?
¿Por qué te vas?

Bajo la penumbra de un farol
Se dormirán
Todas las cosas
Que quedaron por decir
Se dormirán

Junto a las manillas de un reloj
Esperaran
Todas las horas
Que quedaron por vivir
Esperaran
";0;
camila;Me Da Igual;"

No me importa donde estas 
con quien sales, con quien vas ya me da igual
si no quieres verme mas
hazte a un lado 
pero ya no me dañes mas 

Tanto tiempo te espere tantas noches te soñe 
solo en sueños te besé 
y en tus labios me quede 

en cambio tu apagas mi luz 
sin mirar atras
hoy yo lo que quiero es despertar 
y borrar todo lo que fui 
pensando en que serias para mi 

me cuesta tanto asimilar 
que todo lo que vi es real 
me tengo que alejar 

siento ganas de llorar 
no lo puedo soportar 
me cuesta respirar 

";0;
anagabriel;Slo Quiero Ser Amada;"

La misma ciudad 
y el frío congelando mis lágrimas 
sola quedé y los recuerdos 
quebrandome el alma 
te amo y no te puedo olvidar 
de veras, yo no logro escapar 

La nieve sin fin 
me vuelve a ese pasado que añoro 
una vez más 
tu rostro se apodera de todo 
lo cierto es que te quiero besar 
y amarnos como nunca quizás 

Nada de los dos quedó 
y sin embargo... Yo te espero 
Ohhhhh! te espero 
Ohhhhh! te espero 

Yo no sé si vuelva a verte 
yo no sé qué pasará 
no me importa nada, nada 
sólo quiero ser amada 

Ahhhh! Amada! 
Ahhhh! Amada!
";0;
sodastereo;Primavera 0;"

Fluorescente azul,
luz que baña mis sentidos,
donde todo empieza a ser real.
Siempre vuelve a dar
nuevas chances,
una vuelta más
entera.
Nena, tal vez fui
un sueño de otro, un rumbo incierto.
La verdad es que nadie vive sin amor.
Ahora estoy aquí,
temblando frágil en la multitud
y la espero
Primavera 0.

Primavera 0.
El avión se va,
recuerdos del futuro juntos.
(Goles suenan a la distancia).

Te espero.
Primavera 0.

";0;
