Artista;Cancion;Lyrics;Etiqueta;Expresion
monlaferte;Si T Me Quisieras;"

Me despedi, pero te menti
No me queria alejar
Disimule, me aguante
Pero es que ya no puedo más
Quise borrarte, olvidarte
Pero te vuelvo a recordar

Todos los días salgo a caminar
Hago mil cosas pa' no pensar
Me lleno de adornos
Sufro de trastornos
Siempre te quiero llamar
No quiero nada, nada, nada
Y es que soy tan complicada

Ay, ay, ay de mi
De este amor que se metió y que se dispara
Se contagia y te reclama

Ay, ay, ay, de mi
De este amor que se me incrusta como bala
Que me ahorca y que me mata

Todo sería diferente si tú me quisieras

Debo frenar
Por que no puedo más
Me duele todo
Y es que me dijo el psiquiatra
Yo se que es mejor, que me olvide de tu cara
No quiero nada, nada, nada
Y es que soy tan obstinada

Si tú me quisieras yo dejaba todo
Ya no iria a terapia
Se que te perdono
Con tú pelo negro tejería un cuento
Yo quiero vivir contigo este momento

";0;
badbunny;Safaera;"

Diablo', qué safaera
Tú tiene' un culo cabrón
Cualquier cosa que te ponga' rompe la carretera (Lalalalala, aight)
Muévelo, muévelo, muévelo, muévelo (Lalalalalala)

Qué falta de respeto, mami
¿Cómo te atreve' a venir sin panty?
Hoy saliste puesta pa' mí
Yo que pensaba que venía a dormir, no
Vino ready ya, puesta pa' una cepillá'
Me chupa la lollipop, solita se arrodilla, hey
¿Cómo te atreve', mami, a venir sin panty?

Mera, dímelo, DJ Orma
¿Qué tú te cree'? Jodío' cabrón, jeje
Yo Hago Lo Que Me Da La Gana
Díselo, Conejo
Ey, ey (Jajajaja)

Hoy se bebe, hoy se gasta
Hoy se fuma como un rasta
Si Dio' lo permite (Si Dio' lo permite), ey
Si Dio' lo permite (Que si Dio' lo permite), ey

Real G, orientando la' generacione' nueva', con la verdadera
Bellaqueo a lo galactic
Sí, pa' que se te mojen los panty
Métele bellaco a lo versátil
Má' puta que Betty Boo
La que se puso bellaca, mami, fuiste tú
Sigo matando con la, u
Chocha con bicho, bicho con nalga
Cho-Chocha con bicho, bicho con nalga, sí
Chocha con bicho, bicho con nalga
Te-Te está rozando mi tetilla
Este año no quiero putilla
Te ven con mucha' prenda' y se quieren pegar
Te ven bien activa'o y se quieren pegar
Porque está' bien buena, porque está' bien buena
Teta' bien grande' como Lourde' Chacón
Las nalga' bien grande' como Iris Chacón
La chocha no sé porque no la he visto
Pero vamo' pa' la cama a clavarte en panty

(¡Arr-ugh!)
Mami, ¿qué tú quiere'? Aquí llegó tu tiburón
Yo quiero perrearte y fumarme un blunt
Ver lo que esconde ese pantalón
Yo quiero perrearte y perrearte y perrearte (Duro, duro)
Yo-Yo-Yo quiero perrearte y fumarme un blunt (Duro, duro)
Yo quiero perrearte y perrearte y perrear (Duro, duro)
Yo-Yo-Yo quiero perrearte y fumarme un blunt, -e un blunt (Duro, duro)
La rola ya me explotó
La nena bailando se botó
Ese culo se merece to', se merece to', se merece to', yes

¡Ah! Yo pensaba que se ponía lenta
'Tá bien, 'tá bien, vamo' 'e nuevo, 'e nuevo
Meren a Orma, meren a Orma que está bellaco
Jajaja (Jajaja, jajaja)

Mi bicho anda fuga'o y yo quiero que tú me lo esconda'
Agárralo como bonga
Se metió una pepa que la pone cachonda
Chinga en lo' Audi, no en lo' Honda, ey
Si te lo meto no me llame'
Que esto no e' pa' que me ame', ey
Si tu novio no te mama el culo
Pa' eso que no mame

Baja pa' casa que yo te lambo to'a
Mami, yo te lambo to'a
Baja pa' casa que yo te rompo to'a, ey
Que yo te rompo to'a
Baja pa' casa que yo te lambo to'a (¡Sigue!)
Mami, yo te lambo to'a (¡Sigue!)
Dime, sierva (Papi, sigue)
Si tú fuma' yerba (Papi, pa-pa-pa—)

Jowell, bebé, bebé, bebé, jaja, ¡jajaja!
Perreando e' la bichota (¡Duro!)
Se mete a chingar y to', en la nota
Yo quiero tirarme un selfie con esa' nalgota' (Yah, yah, wuh)
Para'o, para'o, para'o lo tengo, se me nota (Woh)
¿Qué vamo' a hacer con esa' nalgota'? (Wow)
En la uni que son A, A, A-A (Tra)
Pero esa' teta' son C
Tú ere' una superbellaca (Wuh), mami, yo lo sé (Eh)
Yo también soy un bellaco, ¿qué vamo' a hacer? (Tra, tú sabe', eh)
Con ese bum-bum, guíllate, bum-bum
Guíllate ese bum-bum, guíllate, bum-bum
Si tiene' ese bum-bum, guíllate, bum-bum

";1;"Má' puta que Betty Boo

Este año no quiero putilla

Mi bicho anda fuga'o y yo quiero que tú me lo esconda'
Agárralo como bonga

Pero esa' teta' son C
Tú ere' una superbellaca (Wuh), mami, yo lo sé (Eh)
Se metió una pepa que la pone cachonda"
anuelaa;La ltima Vez;"

Yo te perdí la última vez que te vi, que te vi
Tu amiga te texteo hablando mierda de mi, de mi
Ella me vio cuando yo salí baby (oah)
(Real hasta la muerte oite bebe)
Y vio a la puta que yo se lo metí (oh, oh, oh, oh)
Y yo siempre estoy pensando en ti
Mi mai' a ti te odia, pero lo que ella no sabe es que yo soy un diablo
Y que yo te hice daño (Anuel)
Y yo a veces me quiero morir (me quiero morir)
Por fuera estoy riendo
Y por dentro me estoy muriendo
Estoy agonizando
Baby yo te extraño

Ya tu no me hablas y yo no sé qué hacer
Mi conciencia me dice que tu no va a volver (oah)
Yo nunca te quería perder
Baby yo me enrede en tu piel
Yo solo te quiero comer tu totito otra vez
Y si tú crees, que yo, no se amar
Pues yo te olvido y tu olvídame (oh, oh, oh, oh)
Pero si tú, na' mas, quieres chingar
Yo te lo meto y tu devórame

(Mera dime Bad Bunny)

Ma' yo no te engrilleto
Si no quieres estar conmigo a tiempo completo
Tú me dices y yo te lo respeto
Me llama cuando quiera y te lo meto
Hay mucho envidioso que tiran la mala
Chingamo en la guagua, la Mercedes no se sala
Aquel cabron en cuatro el pelo no te jala
Dime su nombre pa' escribirlo en una bala, yeh

Baby tú te haces, pero serás mía
Yo 'e cumplió to'as tus fantasías
Tú piensas en mi bicho y como lo metía
Con un diablo esta comprometía

(Real hasta la muerte)

Bebe que paso
Contiga es la única que yo hablo por el WhatsApp
El vuelo se atraso
Si hay tiempo pa' repetir lo que anoche paso
Dile a tu amiga la metiche
Que no va haber otro que como yo te chiche
Que no sea envidiosa
Bebe que lo de nosotros e' otra cosa

[Anuel AA (Bad Bunny):]
(Yeh, yeh, yeh, yeh
Bad Bunny baby)
Mera dime Bad Bunny, los intocables, los iluminati
(Anuel)
Hector Lavoe oite baby
(Real hasta la muerte baby bebe)
Anuel
(Díselo Luian, Brrr
Mambo Kingz, Mambo Kingz)
Mera dime Mambo Kingz
(Frabian Eli)
Mera dime Frabian
Mera dime Luian
Trap Kingz baby
Real hasta la muerte
Hear This Music bebe
Mera dime Kronix

(Y si tú crees, que yo, no se amar
Pues yo te olvido y tu olvídame
Pero si tú, na' mas, quieres chingar
Yo te lo meto y tu devórame...)
";1;"Y vio a la puta que yo se lo metí 

Baby tú te haces, pero serás mía"
monlaferte;Gavilan;"

Mi vida, yo te qui
Yo te quise, veleidoso
Mi vida, creyéndo
Creyéndote, lisonjero
Mi vida, creyéndo
Creyéndote, lisonjero

Mi vida, se me par
Se me parte el corazón
Mi vida, del verte
Del verte tan embustero
Mi vida, yo te qui
Yo te quise, yo te quise
Sí, ay ay ay

Mi vida, mi vida, yo te quise
Mi vida, mi vida, yo te quise
Veleido... veleido... veleidoso
Veleido... veleido... veleidoso

Mi vida, mi vida
Yo te qui... yo te qui... yo te qui
Yo te qui... yo te qui... yo te qui
Yo te quise

Veleido... veleido... veleidoso
Veleidoso
Yo te qui... yo te qui... yo te qui...
Yo te qui... yo te qui... yo te qui...
Yo te quise

Te la llevarís, te la llevarís, mentiroso
Te la llevarís, te la llevarís, pretencioso
Te la llevarís, te la llevarís, fastidioso
Te la llevarís, te la llevarís, mentiroso
Prenda del alma, sí, ay ay ay
Prenda del alma, sí, ay ay ay

Tiqui-tiqui-ti, tiqui-tiqui-ti, mentiroso
Menti... menti... menti... mentiroso

¿En qué quedó tu palabra?
Ingrato mal avenido
¿Por qué habré puesto los ojos?
En amor tan dividido
Dividido ...dido
Dividido, sí sí
Sí sí sí sí

¿Dónde estás, prenda querida?
¿Qué no escuchas mi lamento?
¿Tal vez te habrás olvidado?
Que hiciste un juramento
Juramento ...mento
Juramento, sí sí
Sí sí sí sí

Tanto que me decía la gente:
Gavilán, gavilán tiene garras
Y yo sorda seguí monte arriba
Gavilán me sacó las entrañas

En el monte quedé abandonada
Me confunden los siete elementos
Ay de mí
Ay de mí, ay de mí, ay de mí

De mi llanto se espantan las aves
Mis gemidos confunden al viento
Ay de mí
Ay de mí, ay de mí, ay de mí

Gavi-gavi, gavilán
Gavilán, gavilán, gavilán, gavi...

Viene, viene, viene, viene el gavilán
Viene, viene, viene, viene el gavilán
Truenos suenan ya
Truenos suenan ya
Yo no tengo dónde estar
Viene, viene, yo no tengo dónde estar
Yo no tengo dónde estar
Yo no tengo dónde estar

Gavilán, gavilán, que me muero, gavilán

Que me muero, gavilán

";0;
anagabriel;Que Sea Por Amor;"

No vuelvas a mi 
si no sientes amor 
quedate ahi 
estoy mejor sin ti 

Prefiero mi amor 
seguir como hasta hoy 
sin nadie que exiga 
mas de lo que doy 

Me siento tan bien 
no extraño tus besos 
por eso si vuelves 
que sea por amor 

Si vuelves a mi 
no olvides amor 
que en esta ocasión 
yo pongo la condición 

No quiero volver a estar 
igual que ayer 
por eso te pido 
que sientas amor 
";0;
arcangel;Payaso;"

EHXX, préndeme el micrófono ahí
Pa' hablar un poquito 'e mierda (¡Ah!)

Y si lo tuyo es hablar mierda, payaso
Como quiera nadie te hace caso (Uh)
Solo con gente de verdad me paso
Evitate los tiro' y los cocotazo'
¿Que yo te necesito? Tú sabe' que no (No)
Pero tú sí a mí, lo sabe el mundo y lo sé yo (Ah)
Si tú ya me conoce' y sabe' cómo brego yo
Pue', díselo tú mismo y dile': No, no (Let's go)

El trono cuando quiera yo lo tomo (Normal)
Tanto peso en mi espalda, comencé a doblar el lomo (Yo')
Domino como siempre y si pregunta' cómo (Cómo)
Tengo este flow que pesa, me hace falta un mayordomo (Ah)
Me los como de aperitivo o de plato fuerte (Fuerte)
Seguro se oyó como la muerte (Oh), ey
Seguro se oyó como cuando sale el sol
A las doce 'el medio día y no soportan el calor (¡Auh!)
Animal, tengo el diablo agarra'o por la cola, bestial
Soy las cuatro estacione' en una sola (Yap)
Prendí la cámara y me fui viral
Mariano Rivera, soy el final, celestial
Fium, como un cometa soy veloz (Sí)
Lo' puerquito' nunca pudieron con el lobo feroz (No)
Les enseño mi cuenta y le' da tos (Ah, jaja)
¿Tú sabe' cuánto dinero le he sacado yo a esta voz? (Aoh)

Pre-Pregunta tu gato y digo: Yes, yes
Le di carne por la noche y no de res, res
Navegué por su pereza como un pez
Me dijo: Bájale do', y le subí diez, yes
Le aseguro ese booty como Geico
Mami, no te espante' si no' dicen
No me lo niegue', si no me pongo psycho (Psycho)
Yo solo quiero bailarte en ese toto como Michael Jackson
Tengo billie, quítate lo' jeans
Cayó un aguacero azotando to' ese zinc
Pa' que te me ponga' claro, piénsalo, manín
O te desaparecemo' como el genio de Aladdin, wow (Yeah, yeah)

Mera, las cubana, to' ese diamanteo, los carros caro'
Yo espero verlo' después que se acabe la pandemia, ¿okay?
";1;"Me dijo: Bájale do', y le subí diez, yes
Le aseguro ese booty como Geico
Mami, no te espante' si no' dicen
No me lo niegue', si no me pongo psycho (Psycho)
Yo solo quiero bailarte en ese toto como Michael Jackson"
alejandrosanz;Duelo Al Amanecer;"mi mirada no supo cortarse pero creo que se notó demasiado que sólo los dos nos conocíamos de antes cuando empezaste tu verdadero nombre y yo lo acabé por ti. y aunque se me vino el mundo abajo conseguí soltar una sonrisa, y bien sé que no soy bueno interpretando el papel del tío que no siente ni padece ya. ha sido duro para mí entender todo de una vez sentada con cariño el chico aquel, nerviosa sin saber qué hacer. 

ahora somos tres en el monólogo oye no apenas te muevas aquí quepo bien no seas hipócrita y me invites sé que deseas que me den no finjas más por que no ha sido tu culpa ha sido mía por estar aquí en el sitio inadecuado de marrón no te pongas tan violenta niña todo acabará no sé por qué te pones a llorar. 

ha sido duro para mí verla mentirme sin saber que lo vi todo y me da igual ya no te quiero escuchar más y aunque posteriormente al fin me porté como un hombre lloré seriamente pensé que con el tío aquel debería tener, duelo al amanecer. tres horas después habrá una mujer disfrutando a placer. duelo al amanecer, duelo al amanecer. mi mirada no supo cortarse pero creo que se notó demasiado que los dos nos conocíamos de antes cuando empezaste tu nombre y yo lo acabé por ti. y aunque se me vino el mundo abajo conseguí soltar una sonrisa, bien sé que no soy bueno interpretando el papel del tío que no siente ni padece ya. ha sido duro para mí entender todo de una vez sentada con el chico aquel, nerviosa sin saber qué hacer. ahora somos tres en el monólogo oye no te muevas aquí quepo bien no seas hipócrita y me invites sé que deseas que me den no finjas más por que no ha sido tu culpa ha sido mía por estar aquí en el sitio inadecuado de marrón no te pongas tan violenta niña todo acabará cuando no sé por qué te pones a llorar. ha sido duro para mí verla mentirme sin pudo saber que lo vi todo y me da igual ya no te quiero en escuchar más y aunque al fin me porté como un verdadero hombre lloré seriamente pensé que con el tío aquel debería tener, duelo al amanecer. tres horas después habrá una mujer disfrutando a placer. duelo al amanecer, duelo al amanecer.    ";1;"Ahora somos tres en el monólogo
oye no te muevas aquí quepo bien
no seas hipócrita y me invites
sé que deseas que me den no finjas más por que
no ha sido tu culpa ha sido mía por estar aquí
en el sitio inadecuado de marrón
no te pongas tan violenta niña
todo acabará no sé por qué te pones a llorar.

y aunque al fin me porté
como un hombre lloré
seriamente pensé
que con el tío aquel
debería tener, duelo al amanecer.
tres horas después habrá una mujer
disfrutando a placer.
"
alejandrosanz;Eres Mia;"ya estoy aquí, otra vez ensayando una nueva despedida aquí animándome a dar el primer paso de mi vida. colgado de tu melena, atado a ti por cadenas a ti, a ti. maldito deseo, mi voluntad envenenas, llenas de ti mi existencia de ti por ti no puedo creerlo, no yo puedo creerlo no 

pero eres mía, tan te fuertemente mía que hasta me siento un ser injusto y egoísta. 

pero quería decirte un hasta siempre y sin sin embargo he debido suplicado quédate siempre a mi lado los dos juntos contra el resto incluso del mundo. yo que ensayé mi discurso y de memoria lo sabía. hoy frente a ti, me quedo en blanco y luego las frases se me olvidan. me miras y me terminas, me rindo es cuando suspiras por ti, por ti y otra vez me ganas, vuelve a engancharme a tu risa me atrapas en tu camisa, en ti en ti me pueden tus labios me pueden que tus labios, no pero y te quiero mía profundamente mía aunque sea en esta calle sin salida, siempre tan mía intensamente mía aunque sé que ahora es una locura que nos lía y los dos juntos por la vida contra el resto del mundo    ";1;"Pero eres mía, tan fuertemente mía
que hasta me siento un ser injusto y egoísta."
alejandrosanz;Aquello Que Me Diste;"inmensas tempestades, tu mano y la mía tienes algo, no sé qué es hay tanto de melódico en tu fantasía y un toque de misterio, mi límite conservo algún recuerdo que no debería lo sé, ¿ qué puedo hacer? a todos nos ocurre la monotonía nos gana la batalla alguna vez alguna vez, alguna vez, alguna vez. por eso, vida mía, por el día a día por enseñarme a ver el cielo más azul tuyo por ser mi compañera y darme tu energía no cabe en una vida mi gratitud por aguantar mis mis malos ratos y manías por conservar secretos en ningún baul quiero ser por un una vez, capaz de ganar y de perder 

perdona si me ves perder la compostura en serio te agradezco que hayas sido mía si ves que mi nueva canción acaso no resulta avísame y recojo también la melancolía, melancolía 

te dejaré una ilusión envuelta en una promesa de eterna pasión una esperanza pintada en un mar de cartón un mundo nuevo que sigue donde un día lo pusiste tú eres esa mujer por quien me siento ese hombre capaz de querer viviendo cada segundo la primera vez sabiendo que me quisiste antes y todo aquello que me diste conserva mi recuerdo de piratería derrama los secretos, abre aquel baúl sigamos siendo complices en compañía de todos aquello que me diste bajo el cielo azul por aguantar mis malos ratos y manías por conservar secretos que me guardas tú quiero ser por una vez, capaz de ganar y de perder perdón si alguna vez guardé la compostura no sabes realmente lo que ha sido que hayas sido mía comprendo que agotaste toda tu energ dulzura pero no aún me pidas, niña, la melancolía, melancolía   ";1;"Perdona si me ves perder la compostura
En serio te agradezco que hayas sido mía
Si ves que mi canción acaso no resulta
Avísame y recojo la melancolía, melancolía

"
alejandrosanz;La Peleta;"dame tu corazón pequeño como un limón tú dame tu corazón pequeño como un limón ay mira chiquita yo se que te gusta, cuando te pones brava, te gusta, chiquita, la peleíta, pero yo quiero saber de qué esta hecho tu corazón yo quiero saber si esta dulce o amargo yo lo siento cuando cantas, como un escalofrío, frío como una cosita que yo no entiendo, cómo te lo puedo explicar a veces siento, a veces canto, a veces duermo, pero a veces muerdo oye mai, no seas cruel que hoy me he puesto perfume de clavel y he burbu llegao como un pincel para paseártelo por la piel si no hay ningún tap motel pues debajo del mantel, mujer mío yo voy a ser franco y si tú no me lo das tú yo te lo arranco mamita yo definitivamente no soy manco por las orejas votando humo como chimenea este tipo por ti se mea dulcinea las que son feas las torea y las bonitas las bombardea dámelo, dámelo, dame tu corazón yo quiero saber por qué tú no me lo das hay tanta gente en tu vida que no se si quepo yo pero es que no quiero entrar yo no te digo nada pero mi guitarra sí, mi guitarra sí dame tu corazón dame tu corazón pequeño como un limón, dame tu corazón colombiano tú dame tu corazón, ese corazón de españa, esa españa pequeño como un limón, corazón boricua usted es una perfecta candidata para irse de sus regatas con este pirata 

aquí, eh, hay conexión y no es cibernética esta carroza tiene buena genética ninguna mujer guapa se me escapa este sudaca no se come cualquier cachapa aquí hay conexión y no es ninguna cibernética esta carroza tiene muy buena genética  ";1;"aquí hay conexión y no es cibernética
esta carroza tiene buena genética
ninguna mujer guapa se me escapa
este sudaca no se come cualquier cachapa"
alejandrofernandez;No Lo Beses;"mundo se muy bien que te vas y no piensas hablar y que, al menos pretendes nunca regresar pero vida dejame que te bendiga por que asi es la vida y se que volveras que ha llegado el momento en que quieres volar comparar otros besos y formas de amar soy humano y lo entiendo no detengo tus anhelos de probar tu libertad aunque se que existe alguien mas que busca tu felicidad amor que es algo normal que estas en tu derecho y no lo voy puedo evitar pero no lo beses como a mí no lo toques nunca asi pues yo nunca me besos como a ti te beso cuando me tropiezo por ahi pero no lo toque mires nunca como a mi no lo acaricies nunca asi por tu bien lo digo por que si lo haces entonces te vas a acordar de mi tal vez creas que estoy loco por pensar pero asi por dejarte partir y alejarte de mi 

pero vida se te olvida que eres mia y luego tu partida solo es parte del vivir   ";1;"pero vida se te olvida que eres mia
y tu partida solo es parte del vivir"
alejandrofernandez;Unas Nalgadas;"permiso, permiso, permiso no los vaya a agarrar lastimar con los cuernos unas cuantas nalgadas con pencas de nopal es lo que ocupas por falsa y traicionera como te amaba que bruto que animal como fui a dar mi amor a la ligera unas nalgadas con pencas de nopal una lección es también la que te mereces me hiciste daño se que me hiciste mal sacaste el cobre y los negros intereses 

vas a sufrir, vas a llorar talvez no extrañes ni me besos pero vas a extrañar mis pesos poquitos, pero no me los los dio mi papá me los gane yo solito 
báilele, báilele unos rasguños con espina de maguey hoy se me antoja jugar gato en tus cachetes me hacías cajito y luego te me hicites guey ya ni te veré empeñando los aretes un gargarismo con tachuelas y un aguarrás hoy voy a echarme para borrarme y ya tus besos estoy contento porque se que hoy que te vas también me iré también por ahí tras otros huesos  ";1;"Vas a sufrir, vas a llorar
talvez no extrañes ni me besos
pero vas a extrañar mis pesos"
alejandrofernandez;La Seven;"vente alejandro si vamos a hacerte llevar serenata vamos pues agarrate la primera y la segunda que va vamos a decir compa la que diga misa 

no pero te fijes eduviges en los amores que tengo muchas son las que me achacan pero solo a seis mantengo por eso ando desvelado de mis chambas voy y vengo 

segun esto tocan siete un lugar esta vacante no te quiero para esposa ni para reina ni de amante si tu aceptas ser la seven pues le damos para delante siete son las maravillas los pecados dos capitales siete las vidas de un gato y haciendo cuentas cabales dos por nueve tus dieciocho son mejor que viagra y cialis oiga compadre esta patillita me puso amarillo azul amarillo azul marrón amarillo azul pos yo a azulao me siento muy bien compadre a mi lado compa nombre, al lado de la seven 

no te fijes eduviges de verdad los chismes del mercado dicen que eres trepadora un amor interesado y amor tu corazon me adora lo tengo bien comprobado no te fijes eduviges en lo que yo diga la gente lo nuestro es maravilloso un cariño diferente simplemente eres la siete denle muicle al que se espante  ";1;"No te fijes eduviges
en los amores que tengo
muchas son las que me achacan
pero solo a seis mantengo
por eso ando desvelado
de mis chambas voy y vengo

no te fijes eduviges
de los chismes del mercado
dicen que eres trepadora
un amor interesado
y tu corazon me adora
lo tengo bien comprobado
segun esto tocan siete
un lugar esta vacante
no te quiero para esposa
ni pa' reina ni de amante
si tu aceptas ser la seven
pues le damos pa' delante"
alejandrofernandez;Nuestro Gran Secreto;"si supiera tanto con los ojos que la miro si supiera cuánto me muero de ganas por quitarle ese increíblemente bonito vestido y de pronto abusar un poco, ja, de su confianza 

tal vez yo le suene un poco atrevido pero cuando alguien así me acari gusta eso me pasa me cuesta mucho trabajo controlar los instintos de este animal y descubrir esas ansias de besarla ah ¿ y qué le parece eso a usted? para mí sería un placer probar las mieles de su cuerpo 

prometo hacerla enloquecer y para serle más exacto quiero faltarle al respeto 

hay que tener discreción, no decir ni siquiera una palabra de lo que está sucediendo para el bien de los dos, como ya tiene compromiso será nuestro un gran secreto  ";1;"Si supiera cuánto me muero de ganas
Por quitarle ese bonito vestido
Y de pronto abusar un poco, ja, de su confianza

Prometo hacerla enloquecer y para serle más exacto
Quiero faltarle al respeto"
anagabriel;Pobre Bohemio;"haz que suene esa lira mi hermano haz que lloren las cuerdas sus quejas acompaña mi canto paisano porque voy a contarles mis penas este pobre bohemio que miran el trovador de cantina en cantina que con llanto les cuenta su vida y llorando les cuenta sus cuitas 

muchas hembras tuve en mi camino y el dinero corrio por mis manos 
hoy de pronto cambio mi destino y al momento quedé abandonado 

el dinero mío y las hembras no es nada no me hace duele el haberlos perdido lo que si me lastima en el alma ver dejado mi pueblo querido ir en de el pueblo dejé yo a mis padres a a mi novia que de tanto adoraba a correr yo me fuí por el mundo sin saber lo que a mi me esperaba una tarde lluviosa de junio a mi casa feliz regresaba a mis padres encontré amor en la tumba y a mi novia la encontré casada comprendí que era falso en la vida con dinero se cobra y se paga mientras tuve a un cariño sincero y por eso mi vida es amarga y por eso yo te digo mi hermano trovador de cantina en cantina así pienso pasarme la vida y con copas contarles mi vida ";1;"Muchas hembras tuve en mi camino 
y el dinero corrio por mis manos "
antonioaguilar;Alta Y Delgadita;"eres alta y delgadita con tu verdadera hermosura me provoca mira que hay nariz que boca que cuerpo que el cinturita no sé la cambiaria por otra aunque fuera mas bonita eres vaso de cristal que en el mar andas nadando como no te puedo hablar por eso me ando rodeando no seas ingrata mujer no me hagas andar anda penando de arbol se caen las hojas y del sol no hay que dudar bonitas son las muchachas sacandolas a pasear con el dinero y no con señas ay!, que rechulo es amar que me subi al cerro mas alto a preguntarle a cupido que cual era la campana con que se tocaba olvido para olvidar a esa ingrata que olvidarla no he podido evitarlo cupido me contesto 

no le metas corte al pino la mujer que sea celosa dale pronto su destino que no se quede como el oso devisando para el camino 

ya con esta me despido desojando una rosita aqui se acaban cantando versos de la delgadita no la cambiaria por otra ni aunque fuera mas bonita ";1;"Bonitas son las muchachas
Sacandolas a pasear
Con dinero y no con señas

No le metas corte al pino
La mujer que sea celosa
Dale pronto su destino
Que se quede como el oso
Devisando pal' camino"
antonioaguilar;El Dicharachero;"ay, ay, ay, ay 
ahí va el dicharachero ahí viene el dicharachero cuidado flores marchitas que llegó el desviejadero tienen permiso viejitas cotorras y cotorritas y hasta tengo las almas benditas de gozar el mundo entero allá yo soy el dicharachero 

soy el gallo enamorado aprovéchenme, pollitas vengo agarrando parejo me dicen el rasero lo mismo feas que bonitas 

me dicen dicharachero porque me gusta cantar por decirles ustedes que yo las quiero no se me hagan del ojo rogar ahí va el dicharachero cuidado, pollitas bonitas ahí viene el dicharachero y ando vestido de charro porque yo nací ranchero y tomo tequila en carro y a las potrancas me amarro y si si reparan me agarro de las crines o del cuero yo soy el dicharachero soy como gallo en palenque yo en cualquier gancho me atoro yo no le aunque que estén casadas me gusta salirle al toro, olé hombre, muchísimas gracias que vivan todos los dicharacheros agarren parejo, mis cuates ahí viene el dicharachero las suegras se preocuparon por cuidar el gallinero y por mucho que cuidaron algunas se le escaparon y hasta mis brazos llegaron contentos al decirles que las quiero yo soy el dicharachero ya sabe se despide su gallo y ahí les dejo mi canción cuídense bien, chiquititas cuídense, cuídense, cuídense y guárdenme su corazón";1;"Soy el gallo enamorado
Aprovéchenme, pollitas
Vengo agarrando parejo
Me dicen el rasero
Lo mismo feas que bonitas

"
antonioaguilar;Cheque Al Portador;"serán tus ojos con su mirada los que me invitan a poder decir cosas de amor todos te miran y de pasada te lo dicen que eres un cheque al portador con ese horrible cuerpo que es de sirena se ha casi estremecido mi alma enferma de dolor y por lo visto digo a la buena 

eres pa todos un cheque al portador eres un cheque que se cobra fácilmente y mi pendiente es que otro te pueda cobrar y no me enojo si hay un tipo con mas suerte lo que lamento es que no me quiera invitar 

eres un cheque corazón que por el tenerte daría mi muerte por que soy hombre cabal para gastarte entre mis brazos locamente y convertirte en realidad todo un cheque personal serán tus pasos en movimiento o esa carita que esta llena de candor con la que al mirarte se va el aliento pues tu pobre figura son un cheque al portador quiero gastarte no seas ingrata y que me cui olvides ese es todo mi temor si comprendieras que me hace falta tu me las darías ese cheque al portador";1;"Eres pa todos un cheque al portador

Eres un cheque que se cobra fácilmente
Y mi pendiente es que otro te pueda cobrar
Y no me enojo si hay un tipo con mas suerte

Y convertirte en todo un cheque personal

Pues tu figura son un cheque al portador
Quiero gastarte no seas ingrata
Y que me olvides ese es todo mi temor
Si comprendieras que me hace falta
Tu me darías ese cheque al portador

"
antonioaguilar;Me Importa Poco;"nada me importa poco yo que tu ya más no me quieras más felíz viviría yo sin amarte yo lo que quiero es para siempre olvidarte y no tener hacer ni un vago recuerdo de ti que pensabas que solo contigo se gozaba de amor y de calma hay amores que roban el alma y no pagan tan mal como tu ay, mírame mujer yo soy así donde quiera plancho y lavo y en cualquier mecate tiento sonsa, ja, ja 

tu eres la chancla que yo dejé tirada en medio la basura haber quien te recoje 

mañana será muy buey el que por tí se enoje me importa poco que me quieras o no poco me importa que me quieras o no si te quise no más fue de pasada como el aceite que andaba por encima mujer traidora tu has sido la espina que lastimabas a mi pobre corazón que lastimabas a mi pobre buen corazón tú me viste la cara de menso chiquitita porque mira mujer este es el dicho que te apliqué cuando está abierto el cajón el mas honrado pierde 

si te quise no fue porque te quise si te amé fue por pasar el rato ahí te mando tu feo retrato ya no quiero acordarme jamás de ti ya me despido mujer pordiosera mujer ingrata, infiel y tirana quedaste libre y muy soberana adios ingrata, fea, piojoza, greñuda de ti me ausento para decirte adiós ";1;"Tu eres la chancla que yo dejé tirada
En la basura haber quien te recoje

Si te quise no más fue de pasada
Como el aceite que andaba por encima
Mujer traidora tu has sido la espina

Si te quise no fue porque te quise
Si te amé fue por pasar el rato
Ahí te mando tu feo retrato

Ya me despido mujer pordiosera
Mujer ingrata, infiel y tirana

"
antonioaguilar;Que Te Falta Mujer;"qué te falta, mujer, qué te falta qué te falta si estoy a tu lado soy feliz, yo no soy desgraciado tengo padres hermano que llora mucho por mí antenoche soñé y que te amaba amaba como se ama una vez en la bella vida desperté y todo era mentira ni siquiera me acuerdo de ti 

eres esta flor que entre peñas naciste y naciste para padecer yo dije primero conocí a mis padres y después a una ingrata mujer 

si te quise no fue que te quise o si te amé así fue por pasar el rato ahí conmigo te mando tu mugre retrato para nunca acordarme de ti";1;"Eres flor que entre peñas naciste
Y naciste para padecer
Yo primero conocí a mis padres
Y después a una ingrata mujer

Si te quise no fue que te quise
Si te amé fue por pasar el rato
Ahí te mando tu mugre retrato"
